Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
LZTS1,0.8415552353234346,4.995376772391442,3.3972147773259573,7.706730599904083e-4,0.001578888984126284,-3.0189253011419455
MIR568,-1.3259543356257308,3.623017725313592,-3.3970936402894103,7.710018064893038e-4,0.0015794527313676024,-3.0193230646976223
IFI27L1,0.49217512496043714,4.772409370793573,3.3970615548726464,7.710889030797693e-4,0.0015795213974218092,-3.0194284176343196
DCXR,-0.6143973972693844,5.7496315464903285,-3.39588146162795,7.742986774566202e-4,0.0015859861953796024,-3.023302629978552
CABIN1,0.36314837713174697,7.331153684066461,3.3949089541982005,7.769531962251038e-4,0.0015913128510429545,-3.0264944057225183
MSC,-0.7853454219550475,3.504766068963674,-3.3939230316927276,7.796529962408454e-4,0.0015967315027562601,-3.0297293443241076
TRPM5,0.7806794639826816,1.8347035786447505,3.3938155850543685,7.799477508805769e-4,0.0015972242042032708,-3.030081837907698
SNHG9,0.9253690336054492,2.705366350943943,3.3936356854848144,7.804414958677607e-4,0.0015981243133762208,-3.0306720001968896
SV2A,0.6129608689780093,6.493788179304941,3.392951759425452,7.823212337392877e-4,0.0016018622233551839,-3.0329153614444477
DUS3L,0.4374555499972024,5.357230304549813,3.391869508114042,7.853043802489709e-4,0.0016078040203475698,-3.0364644213842773
GLIS1,-0.6498523335682884,1.135808600119228,-3.3918594420264223,7.853321764188801e-4,0.0016078040203475698,-3.0364974264848295
UFL1-AS1,1.0090038632109568,2.680625476231334,3.391568107048763,7.861370571798935e-4,0.001609340086294038,-3.0374526281778405
RPL7AP31,0.9225183078389644,1.9172701642631824,3.3910487921998103,7.875736939366243e-4,0.0016121691481006542,-3.03915512005869
LIF,-0.9617410831924871,3.4697590026362497,-3.39073469776105,7.884437953477932e-4,0.0016138381955598342,-3.040184711803059
HERC3,0.654749764840632,4.9446255441556755,3.388793945914,7.938399637764509e-4,0.0016247706173350143,-3.046544473450246
AL137127.1,0.9158720484435043,2.108489983482461,3.387751761477208,7.967519033883234e-4,0.001630617345629376,-3.0499582736928135
GRP,1.161732747986131,3.4650320938967862,3.386797862769176,7.994258948368749e-4,0.0016359763158188192,-3.0530820295362027
SDSL,0.7663769639249862,3.396790986302371,3.3863888727396034,8.005749468072011e-4,0.0016382140630820503,-3.054421109378098
TCL6,0.9678745309141394,3.48770491073128,3.382045378095876,8.128733368892082e-4,0.0016632647726839776,-3.0686329455837793
UBB,-0.7047853890514428,8.45538796050664,-3.3816982270998737,8.138638418171962e-4,0.001665175926199789,-3.0697680869206243
ELAVL3,1.3650653592521995,5.369044380516188,3.381504472425299,8.144171595144447e-4,0.0016661923858185528,-3.070401594012057
SCN2A,-1.0422523532820724,5.183201868618964,-3.3800729522727946,8.185161255876769e-4,0.0016744621399243844,-3.0750810987470993
SNORD60,1.2843892570289617,2.240699000275147,3.3799679784406003,8.188174597678202e-4,0.0016749623599372127,-3.07542417596376
NREP,-0.5827545639430705,7.430718816620659,-3.3786266561190335,8.226769274969008e-4,0.0016827404773146557,-3.079807037326889
AK8,-0.5766666038087425,2.294697784233006,-3.3783001616848836,8.236189327632631e-4,0.0016845504202021482,-3.080873635620077
TMSB10,-0.5782643658410995,8.748696835658118,-3.3779489465035213,8.246333852220123e-4,0.0016865082781637284,-3.082020885315581
FAM210B,-0.483658052985374,7.2135286726042285,-3.3776620042140397,8.254630558838529e-4,0.0016880879821387256,-3.082958104466587
SCNN1D,0.5984041102778486,3.6153647450740265,3.377455640961843,8.260602197149063e-4,0.0016891920189647744,-3.083632088367046
PTCD1,0.3423177714810719,5.340886168741229,3.3773076989715576,8.264885747981381e-4,0.0016899507333627346,-3.084115244473569
GNB2,0.3388832792001937,7.221641706674756,3.377105910637177,8.270731718340991e-4,0.001691028793872049,-3.084774222904338
GNG7,0.7085992833697019,2.599259731880349,3.3766599918023363,8.283664019794499e-4,0.0016935554713423135,-3.086230326596331
FOXR2,-0.7679554426047444,0.9942514020852052,-3.374984098192024,8.332436139765684e-4,0.001703408569699966,-3.0917011949278193
ZFHX2,0.780463670521697,5.834186480612914,3.3745798026401186,8.344242022477501e-4,0.0017057037793971656,-3.0930206194576337
KLHDC8A,0.8485250096819366,3.449712513937446,3.3734589864993825,8.377052688974555e-4,0.0017122921051352623,-3.096677652296531
BEST3,-1.1904961952469635,5.372941162873743,-3.3725877870184497,8.402639123598401e-4,0.0017174029672962039,-3.099519449337018
USP9Y,-1.371421969400548,4.966150635565024,-3.3723242931762902,8.410392063253569e-4,0.0017188316821705307,-3.1003788151994476
PODXL,-0.5158976164064897,7.2655894988623055,-3.3723105922698693,8.410795375662995e-4,0.0017188316821705307,-3.100423497997123
PCDHGA11,-0.8028223548391558,3.6805264088373417,-3.370770721262795,8.456239469746656e-4,0.0017279988619089287,-3.1054444088846127
CEP112,-0.8500565671913565,5.739311930803368,-3.3699147350671588,8.481599871001139e-4,0.0017330610326932669,-3.1082345209105995
ZBED2,0.5977781904284653,1.085370936933929,3.3696174061226256,8.490425444065506e-4,0.0017347441438526246,-3.109203519335174
TMEM140,0.41810824754306486,5.2296873818356016,3.368950994594337,8.510237541788213e-4,0.0017386716075499535,-3.111375073746144
HEPACAM2,-1.417467970542706,5.891463186018224,-3.3672831591138306,8.560010502212655e-4,0.0017487192129147756,-3.1168080988073843
PHF21B,-0.8228161233395279,5.103657380056843,-3.367102057516107,8.565431386482915e-4,0.0017497053956825308,-3.117397892436469
CXCL5,-1.1466850925841559,1.7003963560242548,-3.366737125710414,8.576364549602385e-4,0.0017518173857606035,-3.1185862764766767
CDK4,-0.36873138021895713,7.405268646646516,-3.366452796941879,8.584891900358159e-4,0.0017534377034395103,-3.1195120974441704
RAB39B,-0.6320045345704282,4.553821703721742,-3.3655253456778165,8.61276219352209e-4,0.0017590082592810858,-3.1225315257082977
NANOS3,-0.49243798952461193,1.6815919561556962,-3.3650161295562038,8.628100178733704e-4,0.0017620187127268519,-3.124189011000734
RUVBL2,-0.4561204900197149,6.852098775765195,-3.3648469067045768,8.633202934449663e-4,0.0017629386694639503,-3.1247397754387967
MYO1C,-0.4829953503618425,7.612248492658647,-3.3644809408323066,8.644247908708586e-4,0.0017650718423371508,-3.125930785398997
C17orf97,-0.6766734186935237,3.640512866661223,-3.362898755346794,8.692150485387398e-4,0.001774730164552295,-3.1310785113302373
RNU1-3,1.0560627332918764,1.9595341959654862,3.3626387358300858,8.700046514080854e-4,0.0017762193302051086,-3.1319242837113173
LAT2,0.5137727596187789,5.069357022032956,3.3626140659350265,8.700796013319786e-4,0.0017762493405489967,-3.132004524978697
CA9,-0.9143662113920445,2.991474602168839,-3.3622028898914644,8.713296866062682e-4,0.0017786781949064804,-3.133341835122274
MED4-AS1,0.8680474111406511,3.264768139725323,3.3618389042837475,8.724376964643769e-4,0.0017808167090954995,-3.1345255362132356
ZNF345,-0.5428445150389991,4.928416037936026,-3.3606054331841793,8.762022797646386e-4,0.0017883771399710127,-3.1385359664776127
KIFC1,-0.8252597221034388,6.31633118691014,-3.359700030657514,8.789752154690345e-4,0.0017939126567838427,-3.1414788652419423
DYSF,0.723237672933644,4.37616684032244,3.3580259716206786,8.841238256694223e-4,0.0018042956184798724,-3.1469182466642236
CCDC17,-0.6382688578223905,3.1958358562392806,-3.3576443718330826,8.853013706162159e-4,0.0018065736628460345,-3.1481577947944936
SPTLC1P4,0.9424890657585078,1.6346792094504399,3.356450641855023,8.889944365064728e-4,0.0018139842872817917,-3.1520345351725814
FAM117A,0.4718838904081073,5.577107047954191,3.35586670433463,8.908061977519624e-4,0.0018175553682556304,-3.153930455829296
LMNB2,0.5125253219532686,7.439230789250899,3.3554482951952145,8.92106494729625e-4,0.001820082461669486,-3.1552887526449345
VPS11,-0.25430070965582363,6.301623352111101,-3.355403792574616,8.922449002299399e-4,0.0018202388695369772,-3.155433213863639
HABP4,-0.5102812527063274,5.561637249551194,-3.3550173397904706,8.934476300580764e-4,0.0018225663978509651,-3.1566876143575904
HRH1,-0.804786213744096,2.830111897350118,-3.354883935730755,8.938631646406177e-4,0.00182328789571508,-3.157120604053765
CARD6,-0.8973581587426651,3.1712301040745747,-3.3546216652440166,8.946806246179473e-4,0.0018247970898890161,-3.157971809008295
AC135050.5,1.0113339677309785,2.5028499243620916,3.354606844746868,8.947268387892449e-4,0.0018247970898890161,-3.158019907430238
CPE,-0.8489813360102492,7.964025625977661,-3.354083514400659,8.963601453538788e-4,0.0018280017601810805,-3.159718196472986
GALM,-0.7083601412703855,3.8402401540608135,-3.353748421742037,8.974074227237849e-4,0.0018300109448239539,-3.16080549541598
KIF3C,-0.42520398248325275,6.674610557299741,-3.353705361591566,8.975420827956194e-4,0.0018301589530293027,-3.1609452084251473
CAD,-0.47743062740123543,7.191659733730946,-3.352195835613355,9.022746671282024e-4,0.0018396818218138554,-3.16584196457143
MYPOP,-0.5551725430209573,4.5539284837963665,-3.3514859853869132,9.045081762225549e-4,0.0018441082671657773,-3.168143941843711
ELOVL1,-0.4377032724913774,6.176638671562774,-3.3495827812287087,9.105219513864712e-4,0.0018562407612768518,-3.174313617640099
MAOB,0.9608451341540951,2.676995883272384,3.3494361238508965,9.109869035415287e-4,0.0018570602201153235,-3.1747889062479056
SNAI1,-0.628278660041651,3.155379273694623,-3.3492317055065066,9.116353458549585e-4,0.0018582535871637996,-3.1754513548737595
ABCA6,-0.8260048566273437,3.356621390701752,-3.349122125181226,9.119831262351662e-4,0.0018588339701700036,-3.175806451055946
SNPH,0.647650125102516,4.2480239824915405,3.3477005142467515,9.165061746481757e-4,0.0018679238530800461,-3.1804122173705878
ATP2B2-IT2,0.9559940058219021,2.073932647415479,3.347013380485739,9.186998645739906e-4,0.001872265360673705,-3.182637756908856
HHLA3,-0.6409763203309575,3.9750073099300818,-3.3461386944817195,9.214993925997151e-4,0.001877840851125472,-3.185470140217359
DOC2B,-0.7791880302740328,2.3630073354800265,-3.3449702704519373,9.25251455069514e-4,0.0018853565210743945,-3.189252624143946
SPIN4-AS1,0.915287774145878,3.480283052659409,3.344843073786659,9.256607685205393e-4,0.0018860602057332242,-3.189664317790319
FOXM1,-0.6162959818342495,6.871794437228071,-3.344808245796306,9.257728729083637e-4,0.0018861502519439623,-3.1897770419683633
DIDO1,-0.3578926074021376,7.9225390491991,-3.3447895924990667,9.258329193677649e-4,0.0018861502519439623,-3.189837414730457
SNORA80B,1.1403412150008059,2.723993620352313,3.3444301240457524,9.269907856734907e-4,0.0018883786174986306,-3.1910007995676066
LIMCH1,-0.6934552454317413,7.41317180198779,-3.3441350741615943,9.279421638009851e-4,0.001890186065847913,-3.19195561309444
OTOR,-0.43841860243670533,0.4929830907701328,-3.3438229087084244,9.289497201742882e-4,0.001892107689682064,-3.1929657292160725
ASAP3,-0.5942039280954536,4.501251367321548,-3.342631541197668,9.328043896621596e-4,0.0018998277175564854,-3.196819993123855
UBL4A,0.4483310967309069,5.418269733334423,3.3423087395742246,9.338513754263981e-4,0.0019018287095154492,-3.197864088020304
RNU1-4,1.030047341009517,1.929854460426885,3.3421281071362876,9.344377221136061e-4,0.001902891378436915,-3.1984482988468415
DHX38,-0.24983176499689375,7.131933158317081,-3.3388582612623265,9.451113304091369e-4,0.001924494207196558,-3.2090187292681263
MAFB,1.01968110884913,5.213265717408567,3.338484232800091,9.463394616379707e-4,0.0019268619150873,-3.210227237914003
LSM10,-0.7181344195453736,4.451398631074238,-3.3379682679422515,9.480360826392379e-4,0.001930183132064045,-3.2118941450639102
NME3,-0.7847778499101901,4.069223308763607,-3.3366933391954685,9.5224051552821e-4,0.001938609394260559,-3.216011979373347
UGT1A9,-0.5134843234109564,0.5368411692633124,-3.3363161606526592,9.534876897868531e-4,0.001940910623617909,-3.2172299307957166
MGP,1.1398292277672155,5.273520353987966,3.336311670475262,9.535025461096359e-4,0.001940910623617909,-3.2172444293062776
HCAR2,-0.565299881528345,1.380579342404372,-3.334368279287412,9.599527682862419e-4,0.001953905520701926,-3.2235178182102207
SNTA1,0.45760195779241286,5.020308561951907,3.3328265316148173,9.650987775010333e-4,0.0019642441877464937,-3.2284922585578935
OPA1-AS1,0.8859212426041957,3.315967385683545,3.3323576126737575,9.666690086326472e-4,0.001967263524164114,-3.2300047985986318
CDH26,-0.7738747608804153,3.5978010010312125,-3.3323436686969288,9.66715738087769e-4,0.001967263524164114,-3.2300497731142928
SLC25A34,0.556718599621078,2.8314042872634135,3.3308647195408234,9.716839883466726e-4,0.001977237414442867,-3.234818940885785
NAV3,-0.9848484316441133,5.426703271090022,-3.3306530798156766,9.723968923331156e-4,0.0019785515068584847,-3.2355012545203685
