Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
RAG1,-2.1573039099726685,2.457599504580631,-11.414864713615255,2.1977459000508727e-25,1.2002917169210777e-24,45.744491933102545
C3orf80,-2.2685019984608026,2.772372446704993,-11.413635945046916,2.219643611076128e-25,1.2120265474742605e-24,45.734623179296285
RAB5B,-1.1068771375204522,6.881492849200311,-11.411739925776407,2.2538593079746364e-25,1.2304819677481528e-24,45.719396296456274
ZNF474,-1.5723959012861242,1.6831770883468486,-11.410159848900802,2.28277434304057e-25,1.246037222869451e-24,45.70670751816956
PAQR9,-2.421490564993531,2.345823360077498,-11.4098209001418,2.289024982016173e-25,1.249217798867434e-24,45.70398568869527
RDM1,-2.01837811388905,2.9221638187713106,-11.40971134362073,2.2910489836385115e-25,1.2500909695844337e-24,45.70310593387536
NBPF24,-1.6932988834032283,5.5970941637084906,-11.40938752561743,2.297041782440902e-25,1.2531289561091827e-24,45.70050564806649
SEC16B,2.185567135055349,2.214248218768362,11.407734392967326,2.327879907855576e-25,1.2697174387324744e-24,45.6872313177466
TRA2B,-1.522295932852666,8.78048587397485,-11.407651591787822,2.3294353061117966e-25,1.2703307854140193e-24,45.68656646095429
GINS1,-2.2717282902293117,5.785537012089822,-11.406900208385526,2.3435972335170465e-25,1.2778174596137609e-24,45.68053327408932
PRICKLE4,1.7859948619305617,3.1469768103799285,11.406672034645283,2.347914753991118e-25,1.2799348162428283e-24,45.67870119880306
CALCOCO1,0.9773487405962102,7.1134630108281804,11.404851468567568,2.3826485589749472e-25,1.2986293615666557e-24,45.664083858428945
SEC23A,-1.3209122763681247,7.070266573750473,-11.404650192177987,2.386519898679626e-25,1.3004989488534946e-24,45.66246786641859
GIMAP7,2.304847770950562,1.6096543979129943,11.404181234771102,2.3955641161666094e-25,1.3051862078859326e-24,45.65870278282166
CNKSR2,-2.5395113654372357,5.514599122657191,-11.402741079975844,2.4235525433981405e-25,1.320191288468599e-24,45.64714070945185
CSAG1,-3.2434978219700143,2.514586683404355,-11.399059176337715,2.496597055971535e-25,1.3597298689653948e-24,45.61758376296064
KAZALD1,-1.749628385661314,2.9722918627423067,-11.394114347210419,2.5981568261618746e-25,1.4147813334332882e-24,45.57789459275614
VPS33A,-1.2579024492693867,5.583008242284034,-11.393551536251076,2.6099738334586436e-25,1.420953621130088e-24,45.573377688999244
STIP1,-1.3271239621284394,8.260402955559481,-11.391865681829627,2.6456919243064314e-25,1.4401337448389568e-24,45.5598482115617
SMPDL3A,-1.9337244863386962,4.744902030909769,-11.391124829622038,2.66154186276456e-25,1.4484939201802103e-24,45.55390291097371
AGBL3,-2.0710008461282188,4.186949228750032,-11.39080275093499,2.668461931832853e-25,1.4519919935836902e-24,45.551318294994395
COBLL1,-2.132846628000214,6.981718761763653,-11.390374812930329,2.67768418073951e-25,1.4567412314519559e-24,45.54788422527096
UBE2D4,-1.1688152017045792,5.448231790745102,-11.388283337658118,2.7232149889185854e-25,1.4812380274595723e-24,45.53110153643682
PGAP1,-2.368350680108779,7.328636992929506,-11.385485507983955,2.7853305275353627e-25,1.5147450522462651e-24,45.508652777825574
FERP1,2.2953301977285685,3.158762461922436,11.382008601820074,2.8644918515005272e-25,1.5575080094815021e-24,45.48075847287506
ZNF702P,-2.340947472605018,2.6337113790584668,-11.378793882493634,2.93967534461488e-25,1.5980927315985855e-24,45.454970697013955
ZNF175,-1.6583560485440465,5.530699162549097,-11.3782341337361,2.952965744484074e-25,1.6050218125577985e-24,45.45048081679196
MKLN1,-1.3040323336217399,7.3957248912071165,-11.378174406188645,2.954387413968622e-25,1.6054985318195197e-24,45.45000173297206
SCARB2,-1.5189462958379298,8.554420511347443,-11.36860070142219,3.191303497717014e-25,1.733925883085059e-24,45.373222775081246
MFAP3L,-1.9962769663747002,3.90227246088529,-11.368305915105653,3.1988911337688842e-25,1.7377282018544402e-24,45.37085907173258
GOLGA7,-1.6764427232795294,6.541553712142969,-11.366449201782542,3.247096502800568e-25,1.7635897567992547e-24,45.35597184504727
ELAVL2,-3.5690664370297047,5.000976983663438,-11.366095530128002,3.256360467049087e-25,1.7682955043115514e-24,45.35313619888224
ZNF681,-2.606886051705857,4.6774044108588315,-11.366011817559246,3.258557056725606e-25,1.7691624417924047e-24,45.352465018806654
GADD45A,-2.00623563398901,6.234772929396987,-11.365884469484755,3.2619014571066404e-25,1.770652124046416e-24,45.35144398733064
BOLA3,-2.5296673634272517,5.255193054970526,-11.363043463590849,3.3374067057772936e-25,1.8113049906667965e-24,45.32866702406301
RWDD1,-1.1066421828797206,6.881840285518697,-11.362928190537678,3.340506779018752e-25,1.812653788924201e-24,45.32774290376619
UGP2,-1.0791021841778363,7.366123545382299,-11.361838927310759,3.36994259193637e-25,1.828289980730146e-24,45.31901069337414
POLR2J3,1.7915355000309225,6.0344116375990104,11.358190049218146,3.4704429311151813e-25,1.8824678574463044e-24,45.28976150276595
TAGLN,2.235180023524435,5.834596956340309,11.357429528756855,3.4917626835777105e-25,1.8936838792228567e-24,45.28366569741469
CPPED1,-1.7336038433198802,5.261319217306361,-11.356973648782773,3.504604879249747e-25,1.900298996600364e-24,45.28001175891292
CAPN10,0.9142838555986046,5.697566743017818,11.35620549757279,3.526350264760339e-25,1.9117383625487233e-24,45.27385506011304
SMN1,-2.8395830817758423,5.526650294235661,-11.352569822819648,3.6311082723070233e-25,1.96816883573972e-24,45.24471758537026
ATP5F1,-1.5720688652169184,7.334323941919855,-11.352525925498707,3.6323918752257963e-25,1.9685026631163916e-24,45.244365801252265
SYPL1,-1.8136478605875013,6.302939569934817,-11.349323347894346,3.7272677209626007e-25,2.019547503798905e-24,45.21870249767586
DYNC2H1,-2.439343095997794,6.734170840189525,-11.348678490610276,3.746667884168358e-25,2.0296860693342038e-24,45.2135354020531
RPS23,-1.605600394340704,8.62240198160832,-11.346363623718833,3.8171412715161907e-25,2.0674837741239908e-24,45.194987883511146
CHAF1B,-1.929286256455656,5.715624081148468,-11.344889529957788,3.8627045664704504e-25,2.0917779817067477e-24,45.18317773614773
IMPAD1,-1.5540739924876261,7.6663647250754625,-11.343208941314085,3.9153114392131894e-25,2.11987688777675e-24,45.169713956622964
NDUFAB1,-2.1347473874484253,6.028308731686765,-11.3398930349643,4.021209460831206e-25,2.1768137369585896e-24,45.14315146734354
USP40,-1.0401098066311656,6.874339962238555,-11.339191961055006,4.0439618583863668e-25,2.1887284660746923e-24,45.1375358318685
IGBP1,-1.5050968831443594,6.455701593068264,-11.339128965625822,4.046012554616607e-25,2.189436419285099e-24,45.137031242418495
BAAT,-2.1601792799722763,2.348783867989886,-11.336857732321667,4.120643938137505e-25,2.2294128085929855e-24,45.11883957069897
PTPLAD2,-2.2113581514552667,5.1999451531839,-11.336418651790543,4.135229186687884e-25,2.2368934248210185e-24,45.115322882770656
TRIM16,-1.9517069569386005,4.840346790775039,-11.33425378601012,4.207896012911983e-25,2.275783936097196e-24,45.09798483334721
ACOT12,-1.5528826852733768,1.242297430104194,-11.333677742011295,4.227445000223322e-25,2.28593738172384e-24,45.093371620956034
PCLO,-2.791784921023929,8.708268839973279,-11.330329457593335,4.342878101893858e-25,2.347925716521783e-24,45.06655899298532
RAB38,-2.547019885152924,2.377629632631265,-11.329065402709052,4.387268182959939e-25,2.371172266986714e-24,45.056437447991804
CCDC58,-2.044482958517567,5.2152230274600315,-11.329059258110266,4.387485063740214e-25,2.371172266986714e-24,45.05638824806609
CEP97,-2.113154459877571,6.823207760135148,-11.328614259403903,4.403220225684728e-25,2.379240019673964e-24,45.0528251635353
RNF111,-1.2109505587645253,6.925719674201531,-11.328345834109694,4.41273890406684e-25,2.3839464106797597e-24,45.050675922033726
CLCA4,-1.3803010963080304,1.0555563051936885,-11.32831972741814,4.413665770725119e-25,2.384010270918784e-24,45.05046689074035
RNF150,-2.0618236788644704,4.71806886052962,-11.32798008535606,4.425741772768189e-25,2.3900951310309398e-24,45.047747459584436
UQCRH,-1.295636204574313,7.44472406286393,-11.326858549026673,4.46585224658068e-25,2.4113148366565028e-24,45.03876782880343
TARS,-1.5355086115224656,7.815187030053489,-11.325277168728439,4.523024221215176e-25,2.4417373569977037e-24,45.02610705522713
HDAC7,1.247305340445013,6.442030019597085,11.324889032476705,4.537167615626237e-25,2.4489241756916347e-24,45.02299968741879
IST1,-0.6483861448734003,7.658434786239058,-11.319679189794682,4.731327862429972e-25,2.553254195722094e-24,44.98129459530998
PRELP,2.7587383660487514,3.8462301804246897,11.31821476329629,4.787378415529284e-25,2.583028972698002e-24,44.969573192671504
TNFRSF1B,2.610536378412611,3.1425819210591963,11.315618444350182,4.888381812360855e-25,2.637042711989211e-24,44.94879354885713
KIAA1324L,-1.87694357806078,7.098276182970873,-11.314473075220926,4.933611360708808e-25,2.6609549309377308e-24,44.9396272064315
DTNBP1,-1.164362259884415,5.7394572589261355,-11.313713717232474,4.963827139144661e-25,2.6767621710101292e-24,44.933550305302106
KIAA0895L,1.6090267037009465,6.111268740675921,11.313657752331443,4.966061326917675e-25,2.6774772124882953e-24,44.93310244257226
IL5,-1.4775289391701871,1.2500018631568117,-11.31311792046094,4.987663553377055e-25,2.688632459628981e-24,44.92878244989631
RHCE,-1.9316293926430297,2.5881287694772555,-11.312892764101035,4.996701166995232e-25,2.692686737474613e-24,44.92698066607777
TMEM19,-1.200682096989616,5.778780223326934,-11.312885043802684,4.997011343144265e-25,2.692686737474613e-24,44.926918885678205
ALMS1P,-2.149896431779581,2.9917309156238394,-11.312846560268298,4.998557770727876e-25,2.6930278077271292e-24,44.926610927872645
NQO1,-3.5573508448750357,5.773429703401398,-11.312798793329321,5.0004779066929055e-25,2.6935700560426373e-24,44.926228681830956
KIAA1430,-1.7545271795693114,6.463271406995896,-11.312071302485894,5.029812520191668e-25,2.7088765602442554e-24,44.92040715359123
UPF2,-1.5899411076007395,7.285233047501031,-11.309837597886709,5.120957155071138e-25,2.7574600527607713e-24,44.90253356002309
PKD2,-1.1598918929394748,6.785427726762185,-11.309326739279493,5.142032330465406e-25,2.7683026868964684e-24,44.8984459898841
ZNF655,-0.961365044360527,7.9397644639549325,-11.30283326664858,5.417562792087413e-25,2.916106786078675e-24,44.84649590590865
HNRNPAB,-1.6062821055574639,8.062578787208915,-11.302732637981604,5.421946332833903e-25,2.9179335494391436e-24,44.84569093738694
GPR125,-1.9493226092725036,7.406151021662017,-11.301752379075586,5.464833116652607e-25,2.94033969021728e-24,44.83784961273216
SSX1,-2.52213433903196,1.4463576905887832,-11.301735490596542,5.465574947386688e-25,2.94033969021728e-24,44.83771452021331
ZNF404,-2.0408714488593027,3.607449273097962,-11.301222714018428,5.4881465883698675e-25,2.9519439805096163e-24,44.83361281207523
FBXO36,-1.4669460552661762,3.728578809725006,-11.300842366391517,5.504948838219429e-25,2.960441384522929e-24,44.830570454703874
RPS19,-1.6550901224870556,8.998841482167544,-11.299804017069423,5.551080212333981e-25,2.9847053755210306e-24,44.82226503112673
DTL,-2.725939572911299,6.280959128439912,-11.29885171299854,5.593727082911825e-25,3.0070873109285837e-24,44.81464813197177
MAP3K2,-1.573547861647703,7.484732607454072,-11.295762362292114,5.734335333528293e-25,3.082113764225116e-24,44.789940119574375
RBM43,-1.7920629784233966,3.8397717413363646,-11.29544367803301,5.749038610843026e-25,3.0894532862971792e-24,44.787391504518794
SPAG5,-1.8718646503400738,6.594460290582987,-11.294140816243523,5.809540750044746e-25,3.1213973182443805e-24,44.776972430029105
DFFB,-1.5221091214707507,4.319330770900564,-11.292912955496085,5.867140099087568e-25,3.151770358258028e-24,44.76715359702221
SLA,2.7352592463780656,3.193769934465865,11.292295877599955,5.896301742455537e-25,3.1668586567559063e-24,44.76221917675257
VMP1,-1.8746864056896708,8.324746820659605,-11.291166736518473,5.950036402065274e-25,3.195137034048932e-24,44.75319036661221
FBXL13,-1.9517776810876606,4.015461920962005,-11.288504561794369,6.078664218020807e-25,3.2636150029406557e-24,44.73190462329193
SLCO1B1,-2.2876259707817415,1.693738169539146,-11.28666815941471,6.1690031898328075e-25,3.311514621985816e-24,44.717222649598604
GAGE2D,-1.9558969549139795,1.5263297380163554,-11.285234793643443,6.24044318508997e-25,3.3492536963341966e-24,44.70576362415944
STX19,-1.9568581280008364,2.27139252852117,-11.283417161392359,6.332220959497557e-25,3.397892357243311e-24,44.69123344828515
UCHL3,-2.5047451025823992,4.255830262146677,-11.282115362946538,6.398777429064049e-25,3.432981936055273e-24,44.68082744806458
ECE2,2.282975705826198,3.835987039416505,11.28109891168826,6.451228910183786e-25,3.460492712902624e-24,44.672702731381165
AMMECR1,-1.7556094096788146,5.6909435921316165,-11.279473907936502,6.535973866163241e-25,3.505312816961224e-24,44.65971434956324
STOX1,-2.402295201777693,4.137464611142728,-11.278165889956902,6.60499221586009e-25,3.54168380348802e-24,44.64926014295368
GHITM,-1.809550073223042,7.269333799413986,-11.277414428206496,6.644971223499855e-25,3.562473115839229e-24,44.643254384387845
PBXIP1,1.5953747978939106,6.287210279486106,11.27592534249108,6.724906141407194e-25,3.604671962815009e-24,44.6313539485759
TTC28-AS1,1.3249707897093668,5.518775532409894,11.274252041836606,6.81587262731446e-25,3.652767513649474e-24,44.61798208344182
SIVA1,1.4515395526676325,6.033231576133549,11.274053631107256,6.826739850097801e-25,3.657926527094389e-24,44.616396576078124
PAPD4,-1.5531741984900571,7.226826553796239,-11.27385729123827,6.837510630152976e-25,3.663031998683262e-24,44.61482762838745
FAM222B,1.7022957953303228,7.42451187266797,11.273561059521313,6.853793288766998e-25,3.671087935067948e-24,44.61246046845126
C16orf52,-1.7340280678052955,5.076660321879869,-11.272456484370437,6.914848385319914e-25,3.7031179881492536e-24,44.60363413843505
LCA5,-1.7938447383203968,5.419613582068227,-11.272137834186704,6.932562113610865e-25,3.711929961339664e-24,44.60108796646723
BNC1,-1.9405286340220314,1.665113869868339,-11.270801034868542,7.007368282707019e-25,3.75130242132714e-24,44.59040660558207
LRRC6,-2.561414498159083,4.505879114288419,-11.269758516571486,7.066264016562922e-25,3.782144689039425e-24,44.582076987240335
MYH15,-2.427617045562193,3.538587595304107,-11.267462664430093,7.197708678443364e-25,3.8517997739914465e-24,44.56373447897166
POLR2K,-1.950707063792961,6.308197515168472,-11.265492007383836,7.312474593686546e-25,3.912505689591162e-24,44.54799132159398
TJAP1,0.7858325173024068,6.350945976305278,11.263021720296301,7.458914147702371e-25,3.9901333331230915e-24,44.528258336835265
DERL3,2.3180058624502218,3.4934691205300354,11.262434867261156,7.494130024857838e-25,4.0082446890935036e-24,44.523570739450776
PGM1,-1.1779885902025087,6.251204732618579,-11.262083472683955,7.515295691994753e-25,4.018836065584932e-24,44.52076395855793
BHLHB9,-2.4750952489704994,6.12247071353641,-11.259722095861756,7.659081292622645e-25,4.094983235179692e-24,44.501903289928826
HMGXB4,-1.3523625885279937,6.612801505562254,-11.259680829170897,7.661618242916971e-25,4.0955968707059876e-24,44.50157370128624
CLDND1,-1.2159085460505081,7.21421878028122,-11.257733559334321,7.782286436386433e-25,4.1593471071629525e-24,44.48602182342585
SYNPO,2.387478285591703,5.588677319749853,11.257078478805175,7.823304225184058e-25,4.180511724898517e-24,44.48079027093211
NECAB3,1.2349020995684534,5.782659045114698,11.252266212711872,8.1312950328531005e-25,4.34430425631646e-24,44.44236280074348
SPATA6,-1.6884527966997576,5.47097646128922,-11.251925244593458,8.153569846188442e-25,4.355415702762846e-24,44.43964032080231
FNBP4,-1.1676879800331323,8.057034880853905,-11.250214020831047,8.266281747302521e-25,4.41482340927945e-24,44.42597747134888
PKN1,0.997458328370878,7.2436283728963184,11.24759496497073,8.441800085006603e-25,4.507746935447919e-24,44.40506792797694
CYP1A1,-2.489632634501261,1.935340754705522,-11.246854172180278,8.492114681331665e-25,4.5337927004769795e-24,44.39915408752525
ANKRD45,-1.6327255920801742,1.5630926547647699,-11.24595470545856,8.553607883013088e-25,4.565796016641478e-24,44.39197375091435
ADH4,-1.8001557441499836,1.734532682850103,-11.245752824244402,8.567470553116555e-25,4.57236783809611e-24,44.390362189800165
OSGEP,0.8866087321007536,6.4183430499134495,11.243967179147893,8.691064223607769e-25,4.63748894798517e-24,44.37610840907052
GLT8D1,-1.5353323941563723,6.547314471288095,-11.243330932371663,8.735529706759572e-25,4.66037190164638e-24,44.371029843192794
NYAP1,2.148436799157359,3.011433516574925,11.243084621934878,8.752804391786482e-25,4.6687430120184056e-24,44.369063808275094
C21orf91,-2.0954944974987733,5.367869622708759,-11.240890187886574,8.908217369213178e-25,4.750780684909075e-24,44.35154875946686
PPAP2A,-2.358396490762427,5.698790249042009,-11.239962732279968,8.974724168622396e-25,4.785383310095078e-24,44.344146626531895
IGLV1-44,3.036318114939926,1.423912111649918,11.238982870233322,9.045526035509996e-25,4.822263165513023e-24,44.33632650749258
SLC27A1,1.595777891973737,4.579507037070108,11.238169885738925,9.104691716347246e-25,4.8529274360808744e-24,44.32983842617032
C22orf43,-2.0886039464133086,2.362900164489271,-11.237685076905171,9.140157331641015e-25,4.870950439155979e-24,44.32596946726583
PLEKHO2,1.7012028891594708,4.09975403793317,11.237171211467256,9.177898703712478e-25,4.8901794990809246e-24,44.321868701404945
